Pattern, Support-Frequence
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9882039159577611-127085']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_0'], ['Vuota_T2_3,Piena_T2_0']]], ['0.6222313935892144-31661']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3']]], ['0.6222054760110525-34678']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_3']]], ['0.6221129986638672-39111']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Piena_T2_1']]], ['0.6219797726230418-25768']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Piena_T1_2'], ['Piena_T2_0']]], ['0.6219697555194889-24143']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_2']]], ['0.62190245510441-43392']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6216221270547753-33240']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6215840780852397-50564']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_0,Piena_T1_3']]], ['0.621450219263739-90838']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.6214147641189071-23789']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6214146501319443-36029']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Piena_T1_3,Piena_T1_1']]], ['0.6212054007061371-35013']]
[[[['Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_2'], ['Vuota_T2_1,Piena_T2_2']]], ['0.6209216782798529-41526']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_3,Piena_T0_3'], ['Vuota_T2_0']]], ['0.6208772380707616-28990']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_2'], ['Piena_T2_0']]], ['0.6208183423093253-27781']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T1_2,Piena_T1_2']]], ['0.6208026575686838-27658']]
[[[['Vuota_T0_0'], ['Piena_T1_3,Piena_T1_3,Piena_T1_3'], ['Vuota_T2_0']]], ['0.6207753057065217-29241']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T1_1,Vuota_T1_1']]], ['0.620529707231866-74247']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_0'], ['Piena_T2_1']]], ['0.620474695234577-26874']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_0']]], ['0.6204744305325087-32905']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_0'], ['Piena_T2_1']]], ['0.6204671031248549-26726']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_2'], ['Piena_T2_0']]], ['0.620422827138317-22450']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_2,Piena_T2_2']]], ['0.6203983619562188-57872']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6203700759863924-39025']]
[[[['Vuota_T0_3,Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6203203287732928-44075']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3'], ['Vuota_T2_0']]], ['0.6202141994238454-53393']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.6201475417210202-27573']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_0']]], ['0.6200978382662403-22690']]
[[[['Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_2']]], ['0.6200229984188587-43135']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6199514849178396-45236']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_1']]], ['0.6199109351806037-31321']]
[[[['Vuota_T0_2,Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6198088188150264-42535']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3'], ['Vuota_T2_0']]], ['0.6197615069465108-54156']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Vuota_T1_2,Vuota_T1_1']]], ['0.6195469073946095-57375']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_0']]], ['0.6194029850746269-42164']]
[[[['Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6193906648656762-41270']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6193407245355779-33406']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3'], ['Vuota_T2_0']]], ['0.6192638416331581-50052']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_3']]], ['0.6192577931716972-31288']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6192143727161997-36603']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_3']]], ['0.619197701593019-57760']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.6191641228227689-27585']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T1_1,Piena_T1_3']]], ['0.6191476134558265-44817']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2'], ['Vuota_T2_1,Piena_T2_3']]], ['0.6191211873495377-82553']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6190884891907357-49771']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_0']]], ['0.619011632948872-49966']]
[[[['Piena_T0_0,Piena_T0_1'], ['Piena_T1_3'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6189818692138799-27346']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_0']]], ['0.61896111268805-32709']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3']]], ['0.6188853008013395-41396']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T2_3,Piena_T2_3']]], ['0.6188514035539532-36045']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Piena_T1_2,Piena_T1_1']]], ['0.6187859759288331-26015']]
[[[['Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.6187426053608583-90996']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_2'], ['Vuota_T2_1,Vuota_T2_0']]], ['0.6187272299917734-42118']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_3']]], ['0.6186942685193938-39271']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_1']]], ['0.6186891054030115-26543']]
[[[['Piena_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_3']]], ['0.6186526628952647-27449']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_1']]], ['0.6186217583689625-33134']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_0'], ['Vuota_T2_1,Vuota_T2_0']]], ['0.6185934922777028-41254']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Piena_T2_1']]], ['0.6185854044803187-24217']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_1']]], ['0.6185561690489705-23974']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.6185005470719757-26003']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Piena_T2_0']]], ['0.6183413122284639-22345']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6183207950442563-51205']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_3']]], ['0.6182229266700853-26523']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Piena_T2_0']]], ['0.6181912566279802-33344']]
[[[['Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_3']]], ['0.6181547071920257-30263']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_2'], ['Piena_T2_0']]], ['0.6180642069956875-25798']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_1']]], ['0.6179429493165803-29115']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_3,Vuota_T2_2,Piena_T2_2']]], ['0.6178731859018659-57220']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_1']]], ['0.6178474235605912-34736']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_0']]], ['0.6177179746441627-31768']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1']]], ['0.6175505207316857-34807']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_0'], ['Piena_T2_1']]], ['0.6175446365667586-30679']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_1'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6175404350250976-26574']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.6175131768088165-25775']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_1']]], ['0.6174375635967653-34587']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_3'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.6174333716028501-70451']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Vuota_T2_2,Vuota_T2_0']]], ['0.6174264157438751-86089']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_0'], ['Piena_T2_3,Piena_T2_3']]], ['0.6173894105120511-25513']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Piena_T2_3,Piena_T2_3']]], ['0.6173614584590973-35794']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_3'], ['Piena_T2_1']]], ['0.6173540142092125-28936']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_0']]], ['0.6173080861680538-33155']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.6172222944359689-90220']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_2']]], ['0.6172181164218099-34492']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6171347230264428-25579']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Piena_T2_1']]], ['0.6170734027876885-25943']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6170428154588221-41448']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3,Piena_T2_3']]], ['0.6167447324427309-40950']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_0'], ['Piena_T2_1']]], ['0.616711714302145-32172']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Piena_T2_0']]], ['0.6166770887142818-22682']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6166222346943548-26368']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.6165555604609068-69828']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Piena_T1_3'], ['Vuota_T2_0']]], ['0.6164394144231141-31918']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3'], ['Vuota_T2_2,Vuota_T2_0']]], ['0.6164270750559849-85332']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_1']]], ['0.616419217227697-33090']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_0'], ['Piena_T2_1']]], ['0.6164138646980795-32064']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.6163139726849768-57491']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6161902309211091-35890']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_3']]], ['0.6158931222167244-31118']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T2_3,Piena_T2_3']]], ['0.6156392874034369-42955']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Piena_T1_2'], ['Piena_T2_0']]], ['0.6154321146473872-23920']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_0']]], ['0.615392824745202-34598']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.6153736969104358-78038']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_1']]], ['0.6153325857496307-34570']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Piena_T2_0']]], ['0.615328732292045-23716']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Piena_T2_1']]], ['0.6152836023213454-29050']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Piena_T2_1']]], ['0.6152440430779057-34677']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Piena_T1_0'], ['Piena_T2_3,Piena_T2_3']]], ['0.6152000391753587-25126']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Piena_T2_1']]], ['0.6151750558688943-28904']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0']]], ['0.6151701209212537-45888']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_1']]], ['0.6151238321989596-23769']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6149941053340712-25561']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3,Piena_T0_2'], ['Vuota_T2_0']]], ['0.6148143858226676-31848']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_3']]], ['0.6147417069799586-56930']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.6147141490252362-41117']]
[[[['Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Vuota_T2_1,Piena_T2_3']]], ['0.6147104021323759-90403']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_1'], ['Piena_T2_1,Piena_T2_0']]], ['0.6146332074200611-25546']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Piena_T2_0']]], ['0.6146317401801709-23675']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3,Vuota_T2_2,Piena_T2_2']]], ['0.6145131659522352-34119']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Piena_T2_0']]], ['0.6144975730108074-22914']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6144771253125036-53336']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_0']]], ['0.61440227030862-32908']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6143852788407327-51217']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Piena_T2_0']]], ['0.6143578882343856-27847']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.6142677378762946-25384']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_1']]], ['0.6141623120400981-23036']]
[[[['Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3,Piena_T2_3']]], ['0.6141440275981026-42726']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.61409323601857-54101']]
[[[['Piena_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1']]], ['0.6139884145033254-28618']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_1']]], ['0.613980902375621-23855']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_0']]], ['0.613957025618906-54089']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_0']]], ['0.6138850706035668-34388']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2']]], ['0.6138454710123196-51172']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_1']]], ['0.6135585100011978-25613']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.6134911666312363-54832']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_0'], ['Piena_T2_3,Piena_T2_0']]], ['0.6133954415626737-31999']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_1']]], ['0.6133697265718527-25618']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6132348142277749-26309']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6131247241159449-50004']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6130177020708083-44049']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6129911459810315-38909']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0']]], ['0.6128927253876015-50837']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_0']]], ['0.6128872366790582-22257']]
[[[['Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_2'], ['Vuota_T2_1,Vuota_T2_0']]], ['0.6128771793414874-40988']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6128714131195521-38530']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1'], ['Piena_T2_1,Piena_T2_0']]], ['0.6126230457440649-25392']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_3,Piena_T2_0']]], ['0.6125784560486826-38454']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Piena_T1_2'], ['Vuota_T2_1,Piena_T2_3']]], ['0.6125712738268968-40717']]
[[[['Vuota_T0_0,Piena_T0_2,Piena_T0_2'], ['Vuota_T1_2,Vuota_T1_0']]], ['0.6125308515014397-23825']]
[[[['Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6125168842863575-40812']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Piena_T2_0']]], ['0.6124407856217732-34519']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2']]], ['0.6123192306312125-34127']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2']]], ['0.6121088949806219-38853']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_0']]], ['0.6119111044876213-32848']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_0'], ['Piena_T2_3,Piena_T2_0']]], ['0.6118961108868255-31829']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Piena_T2_0']]], ['0.611887026691496-27601']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.6118846074891623-50672']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_0']]], ['0.6117481187042416-36013']]
[[[['Piena_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_2']]], ['0.6116927697918901-28511']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6116792249730894-40914']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.6116464822581406-51919']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3,Piena_T1_0']]], ['0.6115976093904519-42673']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0']]], ['0.6115891687060867-54229']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Piena_T2_0']]], ['0.6115522942866108-25336']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2']]], ['0.6113802176773113-40894']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0']]], ['0.6113154689403167-50189']]
[[[['Piena_T0_2,Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6112897398843931-33841']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_0']]], ['0.611236098140759-28799']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0']]], ['0.6112106945404284-56603']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_0']]], ['0.6111674765490113-34336']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.611087923055984-33674']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_2']]], ['0.6108666676221461-42622']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_2'], ['Vuota_T2_2,Piena_T2_2']]], ['0.6107975682787405-33658']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3,Piena_T1_2']]], ['0.6107787664132688-56563']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.6107665194204757-53370']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_3'], ['Vuota_T2_1,Vuota_T2_0']]], ['0.6107502948358056-73538']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_3']]], ['0.6107463718037318-56560']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6107223597803854-34038']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6107183001559158-33686']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3,Piena_T1_0']]], ['0.6106275216756804-35566']]
[[[['Piena_T0_2,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_2']]], ['0.6106043065524427-26372']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_0']]], ['0.6105641394178943-25488']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_0']]], ['0.6105544308535071-35889']]
[[[['Piena_T0_2,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6104840902909981-35916']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1,Piena_T1_2']]], ['0.6104769258181386-51393']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0']]], ['0.6104056542139336-51387']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Vuota_T2_0']]], ['0.610385563330406-86184']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_2,Piena_T2_3']]], ['0.6103642717780493-56936']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_1,Piena_T2_3']]], ['0.6102668588913734-82967']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_0']]], ['0.6102571443909597-34103']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_3,Piena_T2_1']]], ['0.6101484916180142-32502']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6100474999093514-33649']]
[[[['Vuota_T0_0,Piena_T0_2,Piena_T0_2'], ['Vuota_T2_2,Vuota_T2_1']]], ['0.6100370218017277-23728']]
