Pattern, Confidence-Frequence-Frequence %
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T1_3'], ['QuasiPiena_T2_3']]], ['1.0-9-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,QuasiPiena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,QuasiPiena_T1_0']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,Piena_T1_0']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_1,Piena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_2,Piena_T1_2']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_3,Piena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_1,Piena_T1_3']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_1,QuasiPiena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_2,Piena_T2_2']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_3,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,QuasiPiena_T2_3']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_1,Piena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_2,Piena_T1_2']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_3']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_3,QuasiPiena_T1_0']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_3,Piena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_3,Piena_T1_0']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_3,Piena_T1_2']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,QuasiPiena_T1_0']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,Piena_T1_2']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_2,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_2,Piena_T2_2']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,Piena_T2_2']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_1,QuasiPiena_T1_0']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_0,Piena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_2,Piena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_3']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_1,Piena_T2_2']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_1,Piena_T2_2,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_2,Piena_T1_1,Piena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_2,Piena_T1_2']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_2,Piena_T1_2,Piena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T2_3,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_1,Piena_T1_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T2_2,Piena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T2_2,Piena_T2_2']]], ['0.03571428571428571-4-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_2']]], ['0.03571428571428571-4-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_3']]], ['0.03571428571428571-4-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,QuasiPiena_T2_1']]], ['0.03571428571428571-4-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_3']]], ['0.03571428571428571-4-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_2']]], ['0.03571428571428571-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['QuasiPiena_T2_3,Piena_T2_1']]], ['0.03571428571428571-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.03571428571428571-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['Piena_T2_3,Piena_T2_1']]], ['0.03571428571428571-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['Piena_T2_3,Piena_T2_3']]], ['0.03571428571428571-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.03571428571428571-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_3'], ['QuasiPiena_T2_1,Piena_T2_2']]], ['0.03571428571428571-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_3'], ['Piena_T2_3,Piena_T2_2']]], ['0.03571428571428571-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_2,QuasiPiena_T1_1']]], ['0.035164835164835165-32-0.02%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_2,Piena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_3,Piena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_3']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_3']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,QuasiPiena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,Piena_T2_2,Piena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,Piena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,QuasiPiena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,Piena_T2_3']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_3']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_3']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_3,Piena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_3,Piena_T2_1,Piena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_2,Piena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2'], ['Piena_T2_3,Piena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_2'], ['Piena_T2_2,Piena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3,Piena_T2_3,Piena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,QuasiPiena_T2_3']]], ['0.03508771929824561-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_2,Piena_T2_3,Piena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_1']]], ['0.03508771929824561-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0'], ['Piena_T2_3,Piena_T2_2']]], ['0.03508771929824561-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,QuasiPiena_T1_0']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,Piena_T1_0']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_3,Piena_T2_2,Piena_T2_2']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,Piena_T2_2']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,QuasiPiena_T1_1']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_2,Piena_T2_2,Piena_T2_1']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_2,Piena_T2_2,Piena_T2_2']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_3,Piena_T1_2,Piena_T1_2']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_1,Piena_T2_1,Piena_T2_1']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_1,Piena_T2_2,Piena_T2_1']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T2_2,Piena_T2_1']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T2_2,Piena_T2_2']]], ['0.03496503496503497-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T2_1,Piena_T2_1']]], ['0.03496503496503497-5-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_2']]], ['0.03494176372712146-21-0.02%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_2,Piena_T1_2']]], ['0.03494176372712146-21-0.02%']]
[[[['Piena_T0_0'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.03494176372712146-21-0.02%']]
[[[['Piena_T0_0'], ['Piena_T2_1']]], ['0.03494176372712146-21-0.02%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_1']]], ['0.034482758620689655-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['Piena_T2_3,Piena_T2_3']]], ['0.034482758620689655-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T2_3,Piena_T2_3']]], ['0.034482758620689655-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,Piena_T1_3'], ['Piena_T2_3']]], ['0.034482758620689655-1-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_3'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.034482758620689655-1-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_3'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.034482758620689655-1-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_3'], ['Piena_T2_3']]], ['0.034482758620689655-1-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_2']]], ['0.034482758620689655-1-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_3']]], ['0.034482758620689655-1-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_1'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.034482758620689655-1-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,Piena_T1_1,QuasiPiena_T1_0']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,Piena_T1_0,Piena_T1_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_1,QuasiPiena_T1_0']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_0,Piena_T1_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_2,QuasiPiena_T2_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_1,QuasiPiena_T1_0']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_0,Piena_T1_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_2,QuasiPiena_T1_0']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_2,Piena_T1_0']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_3,Piena_T1_3']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,QuasiPiena_T1_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,Piena_T2_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_2,Piena_T1_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_2,Piena_T1_1,QuasiPiena_T1_0']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_2,Piena_T1_0,Piena_T1_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0,Piena_T1_1']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_0,Piena_T1_1,QuasiPiena_T1_0']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_1,QuasiPiena_T1_0']]], ['0.03428571428571429-6-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_1']]], ['0.03406593406593406-31-0.02%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_1']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_1,QuasiPiena_T1_0']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_1,Piena_T1_0']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_1,Piena_T1_2']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_1,Piena_T1_3']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_1']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T1_3,Piena_T1_1']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T1_3,Piena_T1_3']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T1_2,Piena_T1_1']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T1_2,Piena_T1_2']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T1_0,Piena_T1_1']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T1_1,QuasiPiena_T1_0']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T1_1,Piena_T1_1']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T2_2,Piena_T2_1']]], ['0.03389830508474576-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T2_2,Piena_T2_2']]], ['0.03389830508474576-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_1']]], ['0.033707865168539325-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T2_2,Piena_T2_1']]], ['0.033707865168539325-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T2_1,Piena_T2_1']]], ['0.033707865168539325-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_2']]], ['0.0335195530726257-6-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_3']]], ['0.0335195530726257-6-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3'], ['Piena_T2_3,Piena_T2_3,Piena_T2_1']]], ['0.0335195530726257-6-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_3,Piena_T2_1']]], ['0.03333333333333333-5-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_1']]], ['0.03333333333333333-5-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_3']]], ['0.03333333333333333-5-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2'], ['Piena_T2_3,Piena_T2_1']]], ['0.03333333333333333-5-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2'], ['Piena_T2_3,Piena_T2_3,Piena_T2_1']]], ['0.03333333333333333-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_3,Piena_T2_1']]], ['0.03333333333333333-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3'], ['Piena_T2_3,Piena_T2_1']]], ['0.03333333333333333-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3'], ['Piena_T2_3,Piena_T2_3']]], ['0.03333333333333333-3-0.0%']]
